headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
aim,NOUN,B1,,,
air conditioning,NOUN,B1,Objects and rooms,,"House and home, environment"
air force,NOUN,B1,,,Personal identification
airline,NOUN,B1,Travel and services vocab,,Travel
alarm,VERB,B1,,,
alcohol,NOUN,B1,Food and drink,,Food and drink
alcoholic,ADJ,B1,,,
alike,ADJ,B1,,,
alike,ADV,B1,,,
allergic,ADJ,B1,,,
allowance,NOUN,B1,,,
aloud,ADV,B1,,,
alphabet,NOUN,B1,Books and literature,,Language
alternative,ADJ,B1,,,
alternative,NOUN,B1,,,
altogether,ADV,B1,,,
amazed,ADJ,B1,,,
amazing,ADJ,B1,,,
ambitious,ADJ,B1,,,
ambulance,NOUN,B1,"Things in the town, shops and shopping",,Travel
amount,NOUN,B1,,,
amusing,ADJ,B1,,,
analysis,NOUN,B1,Education,,
analyze/analyse,VERB,B1,,,
anger,NOUN,B1,,,
angle,NOUN,B1,,,
animated,ADJ,B1,,,
animation,NOUN,B1,Hobbies and pastimes,Media,"Free time, entertainment"
announce,VERB,B1,,,
announcement,NOUN,B1,"News, lifestyles and current affairs",,
annoyance,NOUN,B1,,,
annoyed,ADJ,B1,,,
annual,ADJ,B1,,,
annually,ADV,B1,,,
ant,NOUN,B1,,,
anti,ADJ,B1,,,
antique,NOUN,B1,Objects and rooms,,Shopping
antonym,NOUN,B1,Education,,
anxiety,NOUN,B1,,,
anxiously,ADV,B1,,,
anyhow,ADV,B1,,,
ape,NOUN,B1,Education,,
apology,NOUN,B1,,,
apparent,ADJ,B1,,,
appeal,NOUN,B1,,,
appetite,NOUN,B1,Food and drink,,Food and drink
applaud,VERB,B1,,,
applause,NOUN,B1,,,
application,NOUN,B1,Work and jobs,Education,
appoint,VERB,B1,,,
appreciation,NOUN,B1,,,
approach,NOUN,B1,,,
approval,NOUN,B1,,,
approve,VERB,B1,,,
approximately,ADV,B1,,,
architect,NOUN,B1,Work and jobs,,Personal identification
arise,VERB,B1,,,
arithmetic,NOUN,B1,Education,,
arm,VERB,B1,,,
army,NOUN,B1,Work and jobs,"Things in the town, shops and shopping",Relations with other people
arrange,VERB,B1,,,
arrangement,NOUN,B1,,,
arrest,NOUN,B1,"News, lifestyles and current affairs",,Relations with other people
arrest,VERB,B1,,,
arrival,NOUN,B1,Travel and services vocab,,Travel
arrow,NOUN,B1,Hobbies and pastimes,,"Free time, entertainment"
artist,NOUN,B1,Work and jobs,Arts,Personal identification
artistic,ADJ,B1,,,
ashamed,ADJ,B1,,,
aside,ADV,B1,,,
aspect,NOUN,B1,,,
aspirin,NOUN,B1,,,
assign,VERB,B1,,,
assignment,NOUN,B1,Education,,
assist,VERB,B1,,,
assistance,NOUN,B1,Work and jobs,,
assistant,NOUN,B1,Work and jobs,,Personal identification
associate,VERB,B1,,,
assume,VERB,B1,,,
astronomer,NOUN,B1,Work and jobs,,Personal identification
athletic,ADJ,B1,,,
Atlantic,ADJ,B1,,,
atmosphere,NOUN,B1,,,
atomic,ADJ,B1,,,
attach,VERB,B1,,,
attachment,NOUN,B1,,,
attain,VERB,B1,,,
attempt,VERB,B1,,,
attend,VERB,B1,,,
attract,VERB,B1,,,
attraction,NOUN,B1,,,
authority,NOUN,B1,,,
auxiliary,ADJ,B1,,,
available,ADJ,B1,,,
avenue,NOUN,B1,"Things in the town, shops and shopping",,"House and home, environment"
award,VERB,B1,,,
aware,ADJ,B1,,,
awareness,NOUN,B1,,,
awesome,ADJ,B1,,,
awkward,ADJ,B1,,,
babysit,VERB,B1,,,
babysitter,NOUN,B1,Work and jobs,,Personal identification
back,VERB,B1,,,
backache,NOUN,B1,,,
backpack,NOUN,B1,Objects and rooms,,Shopping
backpacker,NOUN,B1,Travel and services vocab,Leisure activities,Travel
backpacking,NOUN,B1,Travel and services vocab,Leisure activities,Travel
bacon,NOUN,B1,Food and drink,,Food and drink
baggage,NOUN,B1,Travel and services vocab,,Travel
baker,NOUN,B1,Work and jobs,,Personal identification
bakery,NOUN,B1,"Things in the town, shops and shopping",,Shopping
balance,NOUN,B1,,,
bald,ADJ,B1,,,
bandage,NOUN,B1,,,
bang,NOUN,B1,,,
bang,VERB,B1,,,
bank account,NOUN,B1,Travel and services vocab,,Travel
bar,VERB,B1,,,
barbecue,VERB,B1,,,
bare,ADJ,B1,,,
barely,ADV,B1,,,
bark,NOUN,B1,,,
barman,NOUN,B1,Work and jobs,,Personal identification
barrel,NOUN,B1,,,
base,VERB,B1,,,
basement,NOUN,B1,Objects and rooms,,"House and home, environment"
basin,NOUN,B1,Objects and rooms,,Shopping
basis,NOUN,B1,Education,,
bat,VERB,B1,,,
bathe,VERB,B1,,,
battle,NOUN,B1,"News, lifestyles and current affairs",,Relations with other people
beard,NOUN,B1,,,Health and body care
beast,NOUN,B1,,,
beat,VERB,B1,,,
beautifully,ADV,B1,,,
beaver,NOUN,B1,Education,,
because of,SCONJ,B1,,,
bedside,NOUN,B1,Objects and rooms,,
behalf,NOUN,B1,,,
behave,VERB,B1,,,
belief,NOUN,B1,,,
beloved,ADJ,B1,,,
beneath,SCONJ,B1,,,
benefit,NOUN,B1,Work and jobs,,
bent,ADJ,B1,,,
besides,SCONJ,B1,,,
bet,VERB,B1,,,
bilingual,ADJ,B1,,,
bill,VERB,B1,,,
bin,NOUN,B1,Objects and rooms,,"House and home, environment"
biochemistry,NOUN,B1,Education,,Education
biography,NOUN,B1,Education,,
biology,NOUN,B1,Education,,Education
bishop,NOUN,B1,Work and jobs,,Personal identification
bite,VERB,B1,,,
bitter,ADJ,B1,,,
blame,NOUN,B1,,,
bleed,VERB,B1,,,
blend,VERB,B1,,,
bless,VERB,B1,,,
blessing,NOUN,B1,,,
blind,ADJ,B1,,,
block,VERB,B1,,,
blog,NOUN,B1,Hobbies and pastimes,"News, lifestyles and current affairs","Free time, entertainment"
blogger,NOUN,B1,Hobbies and pastimes,"News, lifestyles and current affairs","Free time, entertainment"
blush,NOUN,B1,,,
board,VERB,B1,,,
boast,VERB,B1,,,
bold,ADJ,B1,,,
boldly,ADV,B1,,,
bomb,NOUN,B1,"News, lifestyles and current affairs",,Relations with other people
bomb,VERB,B1,,,
bond,NOUN,B1,,,
book,VERB,B1,,,
booking,NOUN,B1,Travel and services vocab,,Travel
boom,NOUN,B1,,,
boot,NOUN,B1,Clothes,,Shopping
border,NOUN,B1,,,
bore,VERB,B1,,,
boredom,NOUN,B1,,,
bother,NOUN,B1,,,
bounce,VERB,B1,,,
bound,ADJ,B1,,,
bow,NOUN,B1,Hobbies and pastimes,,
bowl,VERB,B1,,,
boxing,NOUN,B1,Leisure activities,,"Free time, entertainment"
bracelet,NOUN,B1,Clothes,,Shopping
brainstorming,NOUN,B1,,,
branch,VERB,B1,,,
brand-new,ADJ,B1,,,
brass,NOUN,B1,,,
bravely,ADV,B1,,,
breakthrough,NOUN,B1,,,
breast,NOUN,B1,,,Health and body care
breath,NOUN,B1,,,Health and body care
breathless,ADJ,B1,,,
breed,VERB,B1,,,
breeding,NOUN,B1,Education,Scientific development,
brick,NOUN,B1,Objects and rooms,,
brief,ADJ,B1,,,
briefly,ADV,B1,,,
brightly,ADV,B1,,,
broad,ADJ,B1,,,
broadcast,NOUN,B1,"News, lifestyles and current affairs",Media,"Free time, entertainment"
broccoli,NOUN,B1,Food and drink,,Food and drink
bronze,NOUN,B1,Education,,
brotherhood,NOUN,B1,Family life,,
bubble,NOUN,B1,,,
buddy,NOUN,B1,,,
builder,NOUN,B1,Work and jobs,,Personal identification
bull,NOUN,B1,,,
bullet,NOUN,B1,"News, lifestyles and current affairs",,
bulletin,NOUN,B1,,,
bump,VERB,B1,,,
bunch,NOUN,B1,Collocation,,
burden,NOUN,B1,,,
bureau,NOUN,B1,"Things in the town, shops and shopping",,
burglar,NOUN,B1,"News, lifestyles and current affairs",,
burn,VERB,B1,,,
burning,ADJ,B1,,,
burst,VERB,B1,,,
bust,VERB,B1,,,
but,SCONJ,B1,,,
butcher,NOUN,B1,Work and jobs,Shopping,Personal identification
buyer,NOUN,B1,,,Personal identification
cabbage,NOUN,B1,Food and drink,,Food and drink
cabin,NOUN,B1,Ways of travelling,Travel and services vocab,Travel
cage,NOUN,B1,Objects and rooms,,
calculate,VERB,B1,,,
calculation,NOUN,B1,Education,,Education
calculator,NOUN,B1,Objects and rooms,,Shopping
calf,NOUN,B1,,,
caller,NOUN,B1,,,
calm,ADJ,B1,,,
calmness,NOUN,B1,,,
camel,NOUN,B1,,,
campsite,NOUN,B1,Leisure activities,,"Free time, entertainment"
canal,NOUN,B1,,,"House and home, environment"
cancel,VERB,B1,,,
cancer,NOUN,B1,,,Health and body care
candle,NOUN,B1,Objects and rooms,,Shopping
canned,ADJ,B1,,,
canteen,NOUN,B1,"Things in the town, shops and shopping",,Food and drink
capable,ADJ,B1,,,
capacity,NOUN,B1,,,
capsule,NOUN,B1,,,
capture,NOUN,B1,"News, lifestyles and current affairs",,
capture,VERB,B1,,,
care,VERB,B1,,,
career,NOUN,B1,Work and jobs,,Daily life
careless,ADJ,B1,,,
carelessly,ADV,B1,,,
carelessness,NOUN,B1,,,
carpet,NOUN,B1,Objects and rooms,,"House and home, environment"
carriage,NOUN,B1,Ways of travelling,,Travel
carton,NOUN,B1,,,
cashpoint,NOUN,B1,"Things in the town, shops and shopping",,Services
casual,ADJ,B1,,,
categorize/categorise,VERB,B1,,,
category,NOUN,B1,,,
cattle,NOUN,B1,,,
caution,NOUN,B1,,,
cautious,ADJ,B1,,,
cave,NOUN,B1,,,"House and home, environment"
CD-ROM,NOUN,B1,Media,,"Free time, entertainment"
celebrity,NOUN,B1,Media,,Personal identification
cell,NOUN,B1,Education,,
central,ADJ,B1,,,
central heating,NOUN,B1,Objects and rooms,,"House and home, environment"
ceremony,NOUN,B1,,,Daily life
certainty,NOUN,B1,,,
challenging,ADJ,B1,,,
champion,NOUN,B1,,,Relations with other people
channel,NOUN,B1,,,"Free time, entertainment"
chaos,NOUN,B1,"News, lifestyles and current affairs",,
characteristic,NOUN,B1,,,
characterize/characterise,VERB,B1,,,
charge,NOUN,B1,Shopping,,Shopping
charge,VERB,B1,,,
chariot,NOUN,B1,Ways of travelling,Books and literature,
charity,NOUN,B1,,,
charm,NOUN,B1,,,
chase,NOUN,B1,,,
chat,NOUN,B1,,,"Free time, entertainment"
chat show,NOUN,B1,Hobbies and pastimes,Media,"Free time, entertainment"
check-in counter/check-in,NOUN,B1,Travel and services vocab,,Services
check-in desk/check-in,NOUN,B1,Travel and services vocab,,Services
checkout,NOUN,B1,Travel and services vocab,,Services
cheerful,ADJ,B1,,,
chemical,NOUN,B1,Scientific development,,
chemist,NOUN,B1,Work and jobs,,Personal identification
chemistry,NOUN,B1,Education,,Education
cherish,VERB,B1,,,
chest of drawers,NOUN,B1,Objects and rooms,,"House and home, environment"
chewing gum,NOUN,B1,Food and drink,,Food and drink
chief,ADJ,B1,,,
choir,NOUN,B1,,,
choke,VERB,B1,,,
Christian,ADJ,B1,,,
chronological,ADJ,B1,,,
chuckle,NOUN,B1,,,
circle,VERB,B1,,,
circular,ADJ,B1,,,
circus,NOUN,B1,"Things in the town, shops and shopping",,"Free time, entertainment"
citizenship,NOUN,B1,Nationalities and countries,,
civil,ADJ,B1,,,
civilization/civilisation,NOUN,B1,Education,,
claim,NOUN,B1,,,
classical,ADJ,B1,,,
classify,VERB,B1,,,
clear,VERB,B1,,,
click,NOUN,B1,,,
cliff,NOUN,B1,,,
climate,NOUN,B1,,,Weather
climber,NOUN,B1,Leisure activities,,Personal identification
clinic,NOUN,B1,"Things in the town, shops and shopping",,Health and body care
clip,NOUN,B1,,,
closely,ADV,B1,,,
coal,NOUN,B1,,,
coast,VERB,B1,,,
coastal,ADJ,B1,,,
cod,NOUN,B1,Food and drink,,Food and drink
coffin,NOUN,B1,,,
collapse,NOUN,B1,"News, lifestyles and current affairs",,
collar,NOUN,B1,Clothes,,Shopping
columnist,NOUN,B1,Work and jobs,,Personal identification
combination,NOUN,B1,,,
combine,VERB,B1,,,
comedian,NOUN,B1,,,Personal identification
comedy,NOUN,B1,Hobbies and pastimes,Arts,"Free time, entertainment"
comet,NOUN,B1,,,
comfort,NOUN,B1,,,
comma,NOUN,B1,,,
command,NOUN,B1,,,
comment,NOUN,B1,,,
commercial,ADJ,B1,,,
commit,VERB,B1,,,
common sense,NOUN,B1,,,
commonly,ADV,B1,,,
companion,NOUN,B1,,,
comparison,NOUN,B1,,,
compete,VERB,B1,,,
competitive,ADJ,B1,,,
competitor,NOUN,B1,,,
complement,NOUN,B1,,,
complete,VERB,B1,,,
completely,ADV,B1,,,
complex,ADJ,B1,,,
complicate,VERB,B1,,,
complicated,ADJ,B1,,,
compliment,NOUN,B1,,,
compose,VERB,B1,,,
composition,NOUN,B1,,,
compound,NOUN,B1,Education,,
compromise,NOUN,B1,,,
concentration,NOUN,B1,,,
concept,NOUN,B1,,,
concerned,ADJ,B1,,,
conclude,VERB,B1,,,
conclusion,NOUN,B1,,,
conduct,NOUN,B1,,,
confidence,NOUN,B1,,,
confirm,VERB,B1,,,
confirmation,NOUN,B1,Travel and services vocab,,
conflict,NOUN,B1,"News, lifestyles and current affairs",,
confusing,ADJ,B1,,,
confusion,NOUN,B1,,,
congratulate,VERB,B1,,,
connect,VERB,B1,,,
connection/connexion,NOUN,B1,,,
conquer,VERB,B1,,,
conscious,ADJ,B1,,,
consequently,ADV,B1,,,
conservation,NOUN,B1,,,
conservative,ADJ,B1,,,
considerable,ADJ,B1,,,
consideration,NOUN,B1,,,
consonant,NOUN,B1,,,
constantly,ADV,B1,,,
constitute,VERB,B1,,,
constitution,NOUN,B1,,,
construct,VERB,B1,,,
construction,NOUN,B1,,,
consume,VERB,B1,,,
consumer,NOUN,B1,Work and jobs,,Personal identification
consumption,NOUN,B1,Work and jobs,,
contain,VERB,B1,,,
content,NOUN,B1,,,
continual,ADJ,B1,,,
continually,ADV,B1,,,
continuous,ADJ,B1,,,
continuously,ADV,B1,,,
contrary,ADJ,B1,,,
contribute,VERB,B1,,,
contribution,NOUN,B1,,,
control,VERB,B1,,,
controversial,ADJ,B1,,,
convey,VERB,B1,,,
convince,VERB,B1,,,
copyright,NOUN,B1,Books and literature,,
correction,NOUN,B1,,,
cotton,NOUN,B1,Clothes,,Shopping
cough,VERB,B1,,,
council,NOUN,B1,,,
counseling/counselling,NOUN,B1,,,
count,NOUN,B1,,,
counter,VERB,B1,,,
countless,ADJ,B1,,,
county,NOUN,B1,Nationalities and countries,,
courage,NOUN,B1,,,
courageous,ADJ,B1,,,
courgette,NOUN,B1,Food and drink,,Food and drink
craft,NOUN,B1,,,
crash,NOUN,B1,"News, lifestyles and current affairs",,Travel
crash,VERB,B1,,,
creator,NOUN,B1,Work and jobs,,Personal identification
criminal,NOUN,B1,"News, lifestyles and current affairs",,Relations with other people
crisis,NOUN,B1,"News, lifestyles and current affairs",,
critic,NOUN,B1,Education,Work and jobs,
critical,ADJ,B1,,,
crop,NOUN,B1,Food and drink,,Food and drink
crossing,NOUN,B1,Travel and services vocab,,Travel
crossroads,NOUN,B1,"Things in the town, shops and shopping",,
crow,NOUN,B1,,,
cruel,ADJ,B1,,,
crush,NOUN,B1,"News, lifestyles and current affairs",,Travel
cucumber,NOUN,B1,Food and drink,,Food and drink
cultivate,VERB,B1,,,
cultural,ADJ,B1,,,
cure,NOUN,B1,Travel and services vocab,,
curiosity,NOUN,B1,Hobbies and pastimes,,
curious,ADJ,B1,,,
curiously,ADV,B1,,,
curly,ADJ,B1,,,
currency,NOUN,B1,Shopping,,Shopping
current,ADJ,B1,,,
currently,ADV,B1,,,
curriculum,NOUN,B1,Education,,Education
curtain,NOUN,B1,Objects and rooms,,"House and home, environment"
curve,NOUN,B1,,,
cushion,NOUN,B1,Objects and rooms,,Shopping
customs,NOUN,B1,Travel and services vocab,,Travel
cut,NOUN,B1,Travel and services vocab,,Travel
CV,NOUN,B1,Personal information,,Personal identification
cycle,NOUN,B1,,,Travel
cycle,VERB,B1,,,
daisy,NOUN,B1,Education,,
damage,NOUN,B1,"News, lifestyles and current affairs",,
damage,VERB,B1,,,
damaged,ADJ,B1,,,
damp,ADJ,B1,,,
dangerously,ADV,B1,,,
dare,VERB,B1,,,
darkness,NOUN,B1,,,
date,VERB,B1,,,
dating,NOUN,B1,,,
daze,NOUN,B1,Collocation,,
dazzle,NOUN,B1,,,
deadline,NOUN,B1,Education,,
deadly,ADJ,B1,,,
deaf,ADJ,B1,,,
deal,VERB,B1,,,
dealer,NOUN,B1,Work and jobs,,Personal identification
debris,NOUN,B1,,,
debt,NOUN,B1,Travel and services vocab,Shopping,Shopping
decision,NOUN,B1,,,
declaration,NOUN,B1,Education,"News, lifestyles and current affairs",
declare,VERB,B1,,,
decline,NOUN,B1,,,
decrease,NOUN,B1,,,
decrease,VERB,B1,,,
dedicate,VERB,B1,,,
deed,NOUN,B1,Collocation,,
defeat,VERB,B1,,,
defend,VERB,B1,,,
defender,NOUN,B1,,,
defense/defence,NOUN,B1,,,
deficiency,NOUN,B1,,,
define,VERB,B1,,,
definite,ADJ,B1,,,
definite article,NOUN,B1,,,
definitely,ADV,B1,,,
definition,NOUN,B1,Education,,
delay,VERB,B1,,,
delete,VERB,B1,,,
delicate,ADJ,B1,,,
delight,NOUN,B1,,,
delighted,ADJ,B1,,,
delightful,ADJ,B1,,,
deliver,VERB,B1,,,
delivery,NOUN,B1,Travel and services vocab,,Services
demand,NOUN,B1,,,
demand,VERB,B1,,,
democracy,NOUN,B1,"News, lifestyles and current affairs",,
democratic,ADJ,B1,,,
demonstrate,VERB,B1,,,
demonstration,NOUN,B1,,,
deny,VERB,B1,,,
depart,VERB,B1,,,
department,NOUN,B1,Work and jobs,,Services
departure,NOUN,B1,Travel and services vocab,,
dependent,ADJ,B1,,,
deposit,NOUN,B1,,,
depressed,ADJ,B1,,,
depressing,ADJ,B1,,,
depression,NOUN,B1,,,
deprive,VERB,B1,,,
depth,NOUN,B1,Dimensions,,
derive,VERB,B1,,,
deserve,VERB,B1,,,
design,VERB,B1,,,
designer,NOUN,B1,Work and jobs,,Personal identification
desire,NOUN,B1,,,
despair,NOUN,B1,,,
desperate,ADJ,B1,,,
despite,SCONJ,B1,,,
destination,NOUN,B1,Travel and services vocab,,
destruction,NOUN,B1,,,
destructive,ADJ,B1,,,
detective,NOUN,B1,Work and jobs,,Personal identification
determination,NOUN,B1,,,
determine,VERB,B1,,,
devastate,VERB,B1,,,
devastating,ADJ,B1,,,
development,NOUN,B1,Education,,
device,NOUN,B1,Objects and rooms,,
devotion,NOUN,B1,,,
diagram,NOUN,B1,,,
dial,NOUN,B1,,,
dial,VERB,B1,,,
dialog/dialogue,NOUN,B1,,,
diameter,NOUN,B1,Education,,
diaper,NOUN,B1,,,
differ,VERB,B1,,,
dig,VERB,B1,,,
digital,ADJ,B1,,,
diligence,NOUN,B1,,,
diligent,ADJ,B1,,,
dioxide,NOUN,B1,Education,,
direct,VERB,B1,,,
directly,ADV,B1,,,
dirt,NOUN,B1,,,Daily life
disability,NOUN,B1,,,
disable,VERB,B1,,,
disabled,ADJ,B1,,,
disagreement,NOUN,B1,,,
disappoint,VERB,B1,,,
disappointment,NOUN,B1,,,
disaster,NOUN,B1,"News, lifestyles and current affairs",,
disastrous,ADJ,B1,,,
disc jockey/disk jockey,NOUN,B1,Work and jobs,,Personal identification
discomfort,NOUN,B1,,,
discount,NOUN,B1,Shopping,,Shopping
discourage,VERB,B1,,,
discovery,NOUN,B1,Education,,
discrimination,NOUN,B1,"News, lifestyles and current affairs",,
disease,NOUN,B1,Travel and services vocab,,Health and body care
disgusting,ADJ,B1,,,
dishwasher,NOUN,B1,Objects and rooms,,"House and home, environment"
disk/disc,NOUN,B1,Media,,"Free time, entertainment"
dislike,VERB,B1,,,
display,VERB,B1,,,
dissolve,VERB,B1,,,
distance,NOUN,B1,,,Travel
distant,ADJ,B1,,,
distinction,NOUN,B1,,,
distinctly,ADV,B1,,,
distinguish,VERB,B1,,,
distribute,VERB,B1,,,
distribution,NOUN,B1,,,
district,NOUN,B1,Nationalities and countries,,"House and home, environment"
disturbance,NOUN,B1,,,
dive,NOUN,B1,,,
dive,VERB,B1,,,
diver,NOUN,B1,Leisure activities,,"Free time, entertainment"
diverse,ADJ,B1,,,
divide,NOUN,B1,,,
divine,ADJ,B1,,,
diving,NOUN,B1,Leisure activities,,"Free time, entertainment"
divorced,ADJ,B1,,,
DJ,NOUN,B1,Work and jobs,,Personal identification
doc,NOUN,B1,Idiomatic expressions,Work and jobs,
document,NOUN,B1,Education,,
documentary,NOUN,B1,Hobbies and pastimes,Media,"Free time, entertainment"
dolphin,NOUN,B1,,,
dot,NOUN,B1,,,
downstairs,ADJ,B1,,,
downward,ADJ,B1,,,
doze,NOUN,B1,,,
dozen,DET,B1,,,
dozen,NOUN,B1,,,
drag,VERB,B1,,,
dramatic,ADJ,B1,,,
drown,VERB,B1,,,
drunk,ADJ,B1,,,
dude,NOUN,B1,,,
dull,ADJ,B1,,,
dump,NOUN,B1,"Things in the town, shops and shopping",,
dump,VERB,B1,,,
dustbin,NOUN,B1,Objects and rooms,,"House and home, environment"
dusty,ADJ,B1,,,
duty,NOUN,B1,,,
duty-free,ADJ,B1,,,
duvet,NOUN,B1,Objects and rooms,,"House and home, environment"
dynasty,NOUN,B1,Nationalities and countries,,
eager,ADJ,B1,,,
eagerness,NOUN,B1,,,
earache,NOUN,B1,,,
earnest,ADJ,B1,,,
eastern,ADJ,B1,,,
easygoing/easy-going,ADJ,B1,,,
eco,NOUN,B1,,,
ecological,ADJ,B1,,,
ecology,NOUN,B1,Education,,
economic,ADJ,B1,,,
economics,NOUN,B1,,,
economy,NOUN,B1,Work and jobs,,Daily life
ecosystem,NOUN,B1,Education,,
ecstasy,NOUN,B1,,,
edge,NOUN,B1,Objects and rooms,,
edition,NOUN,B1,Books and literature,,
educate,VERB,B1,,,
effective,ADJ,B1,,,
efficiency,NOUN,B1,Work and jobs,,
efficient,ADJ,B1,,,
either,DET,B1,,,
either,PRON,B1,,,
elbow,NOUN,B1,,,
election,NOUN,B1,"News, lifestyles and current affairs",,Relations with other people
electrical,ADJ,B1,,,
electricity,NOUN,B1,Travel and services vocab,,Services
electron,NOUN,B1,Technical and legal language,Education,
electronic,ADJ,B1,,,
element,NOUN,B1,,,
eliminate,VERB,B1,,,
embarrass,VERB,B1,,,
embarrassed,ADJ,B1,,,
embarrassment,NOUN,B1,,,
emerge,VERB,B1,,,
emotion,NOUN,B1,,,
emotional,ADJ,B1,,,
emotionally,ADV,B1,,,
emperor,NOUN,B1,Nationalities and countries,,Relations with other people
emphasis,NOUN,B1,,,
emphasize/emphasise,VERB,B1,,,
empire,NOUN,B1,Nationalities and countries,,Places
employment,NOUN,B1,Work and jobs,,Personal identification
enable,VERB,B1,,,
enclose,VERB,B1,,,
encounter,NOUN,B1,,,
encouragement,NOUN,B1,,,
encouraging,ADJ,B1,,,
encyclopedia/encyclopaedia,NOUN,B1,Books and literature,,
endanger,VERB,B1,,,
endless,ADJ,B1,,,
endure,VERB,B1,,,
enemy,NOUN,B1,,,Relations with other people
engage,VERB,B1,,,
engaged,ADJ,B1,,,
engine,NOUN,B1,Work and jobs,,Travel
engineering,NOUN,B1,Education,Work and jobs,Daily life
Englishman,NOUN,B1,Nationalities and countries,,Personal identification
enjoyable,ADJ,B1,,,
enjoyment,NOUN,B1,,,
enrich,VERB,B1,,,
ensure,VERB,B1,,,
entertain,VERB,B1,,,
entertainer,NOUN,B1,Work and jobs,,Personal identification
enthusiasm,NOUN,B1,,,
enthusiast,NOUN,B1,,,
enthusiastic,ADJ,B1,,,
entire,ADJ,B1,,,
entirely,ADV,B1,,,
entry,NOUN,B1,,,
environmental,ADJ,B1,,,
environmentalist,NOUN,B1,Work and jobs,,Personal identification
equal,ADJ,B1,,,
equality,NOUN,B1,,,
equally,ADV,B1,,,
equipment,NOUN,B1,,,
era,NOUN,B1,Education,,
escape,VERB,B1,,,
essence,NOUN,B1,,,
essential,ADJ,B1,,,
establishment,NOUN,B1,,,
estimate,VERB,B1,,,
eternal,ADJ,B1,,,
eternity,NOUN,B1,,,
even,ADJ,B1,,,
evenly,ADV,B1,,,
eventually,ADV,B1,,,
evident,ADJ,B1,,,
exact,ADJ,B1,,,
examination,NOUN,B1,Education,,Education
examine,VERB,B1,,,
examiner,NOUN,B1,Work and jobs,,Personal identification
excellence,NOUN,B1,,,
excess,NOUN,B1,,,
exchange,VERB,B1,,,
exchange rate,NOUN,B1,,,
excitedly,ADV,B1,,,
excitement,NOUN,B1,,,Personal identification
exclusive,ADJ,B1,,,
excuse,VERB,B1,,,
exhausted,ADJ,B1,,,
existence,NOUN,B1,,,
exit,NOUN,B1,Objects and rooms,,"House and home, environment"
exit,VERB,B1,,,
expand,VERB,B1,,,
expense,NOUN,B1,Shopping,,Shopping
experience,VERB,B1,,,
experienced,ADJ,B1,,,
experiment,NOUN,B1,,,
exploration,NOUN,B1,,,
explosion,NOUN,B1,"News, lifestyles and current affairs",,
expose,VERB,B1,,,
express,VERB,B1,,,
extend,VERB,B1,,,
extensively,ADV,B1,,,
extent,NOUN,B1,,,
extinct,ADJ,B1,,,
extinction,NOUN,B1,,,
extra,NOUN,B1,,,
extraordinary,ADJ,B1,,,
extreme,ADJ,B1,,,
